nom,prenom,dateNaissance,numeroLicence,sexe,club,pointsSimple,pointsDouble,pointsMixte
LEFEBVRE,Yumi,1962-04-02,2519665,FEMME,Levallois SC,602,467,654
MORIN,Haruka,2012-04-22,9972513,FEMME,Alsace Badminton,400,406,400
JACOBS,Emmanuel,1991-03-11,3897481,HOMME,BC Sète,1008,1023,1067
PHAM,Florence,2004-09-30,8513851,FEMME,Shuttle Club Lyon,658,668,642
ROYER,Héloïse,1988-09-16,5569421,FEMME,BC Chartres,933,965,1001
GAGNON,Khoa,1996-11-23,7221351,HOMME,BC Nantes Ouest,1417,1365,
LEFEVRE,Clément,1995-07-18,8266618,HOMME,BC Montpellier,1926,1954,1947
BOURGEOIS,Sylvie,2004-10-07,8970099,FEMME,BC Lorient,1531,1528,1609
PETIT,Isabelle,1977-07-15,7477326,FEMME,Bad Ardennes,1251,1227,1115
PIRES,Hung,2018-06-27,1699213,HOMME,BCMS Montpellier,436,458,407
AUBRY,Antoine,2012-09-22,1057529,HOMME,BC Grenoble,,,
VINCENT,Rin,2010-05-19,2578024,FEMME,Bad Basque,668,576,499
HOANG,Tuan,1962-04-10,9234837,HOMME,Racing Club Paris,944,988,961
HOFFMANN,Quentin,2010-05-08,3347169,HOMME,BC Pau,583,633,400
AUBERT,Nicolas,1967-03-13,8541373,HOMME,ESM Vendôme,685,579,721
LEFEBVRE,Rémi,1976-02-06,4970388,HOMME,Colmar Bad,1228,1280,1088
VU,Yumi,1959-04-23,2699891,FEMME,BC Grenoble,1226,1101,
COTE,Charlotte,1991-11-17,6524461,FEMME,Picardie Bad,1774,,1724
LECONTE,Bertrand,1966-08-16,2289923,HOMME,BC Bourg,580,596,438
MASSON,Sylvie,2003-05-06,3413170,FEMME,BC Rouen Nord,606,542,651
BELLAMY,Alexia,1970-01-26,4018799,FEMME,ASPTT Bordeaux,968,,1008
MULLER,Pascal,2009-07-30,3305885,HOMME,ESM Vendôme,652,677,528
PEREIRA,Assia,2011-04-02,4090980,FEMME,Shuttle Angers,431,400,400
LE,Haruka,1995-12-31,1964069,FEMME,BC Aix-en-Provence,1811,,1876
KLEIN,Gilles,1988-03-29,3846657,HOMME,BC Marseille,,,
LAMBERT,Camille,2008-02-17,3371850,FEMME,BC Bayonne,680,732,638
MICHEL,Elisa,2010-04-04,5715050,FEMME,BC Lorient,479,457,400
PERRIN,Yasmine,2009-03-15,4997281,FEMME,PACA Badminton,,,
MANSOURI,David,1957-12-13,7408682,HOMME,BC Caen,755,709,558
VASSEUR,Sophie,2009-08-08,9445607,FEMME,Picardie Bad,592,450,443
VALENTIN,Sylvie,2000-04-30,2446491,FEMME,Bad Saint-Étienne,863,884,875
HOFFMANN,Sébastien,1957-12-26,1919070,HOMME,BC Caen Maritime,448,400,400
CARON,Arthur,1984-02-22,1488204,HOMME,Bad Ardennes,1049,964,1045
FRANCOIS,Sarah,1985-11-04,7222693,FEMME,Shuttle Mulhouse,1440,1513,1318
DUPUIS,Victor,2000-10-14,1360516,HOMME,BC Strasbourg,956,931,836
MAILLOT,Sara,2000-12-08,4334418,FEMME,BC Lorient,1639,1623,1565
MANSOURI,André,1998-12-18,9575775,HOMME,Bad Isère,722,594,
SCHWARZ,Florence,2008-06-08,7512418,FEMME,BC Nantes Ouest,658,751,569
BECKER,Nolan,1998-06-17,2476075,HOMME,Shuttle Mulhouse,690,757,770
ADAM,Clara,1963-08-09,7211403,FEMME,Normandie Badminton,680,775,644
ROUX,Marc,1987-10-21,5057373,HOMME,Centre-Val Bad,755,706,560
SANTOS,Fatima,1959-09-26,9425766,FEMME,Levallois SC,653,566,507
COSTA,Zahra,1991-11-15,9103309,FEMME,BC Reims,1185,1227,1189
MERCIER,Guillaume,1961-01-30,5185752,HOMME,Badminton Nantes,,,
CLEMENT,Lisa,2010-08-05,4617703,FEMME,BC Besançon,555,557,615
VASSEUR,Marine,1955-02-22,4782496,FEMME,Pays de Loire Bad,1147,1140,1081
DURAND,Philippe,2010-09-11,3024780,HOMME,Bad Amiens,410,493,451
NGUYEN,Michel,1995-02-16,5225110,HOMME,Normandie Badminton,1914,1777,1990
TREMBLAY,Paul,2005-02-23,1712149,HOMME,ASPTT Lyon,1894,1852,1732
ROYER,Gilles,2013-10-30,8927894,HOMME,Shuttle Club Lyon,,,
COSTA,Florian,2011-04-03,4851356,HOMME,Bad Toulon,436,,471
DURAND,Ngoc,2018-08-18,1176069,FEMME,BC Clermont,,,
TRAN,Pierre,1997-05-08,6187790,HOMME,Bad Brest,1497,1426,1431
WAGNER,Jade,1958-01-31,8097573,FEMME,Bad Finistère,567,496,513
VU,Axel,1974-09-05,6797155,HOMME,Shuttle Mulhouse,1282,1145,1202
DAVID,Steven,2011-05-06,2447184,HOMME,BC Cholet,492,536,522
CLEMENT,Olivier,1995-12-14,8692313,HOMME,Bad Club Seine,714,804,782
DO,Nicolas,1971-02-13,6340871,HOMME,Shuttle Grenoble,1118,1145,1174
LEFEVRE,Christophe,2014-12-17,8052414,HOMME,Bad Brest,410,400,432
COTE,Tom,2015-07-02,8244426,HOMME,BC Besançon,420,432,400
PIRES,Nathan,2008-04-17,1524711,HOMME,Bad Cambrai,483,400,400
TREMBLAY,Nina,1973-07-31,8409312,FEMME,BC Lille,1151,1051,956
HOANG,Quoc,2009-12-05,1985967,HOMME,Shuttle Nancy,620,494,526
ROYER,Sienna,2017-03-27,8579034,FEMME,BC Cholet,428,463,464
SCHNEIDER,Lan,1997-12-24,5497418,FEMME,Shuttle Villeurbanne,528,416,482
RICHARD,Loïc,1964-05-24,2456886,HOMME,BC Nantes Ouest,1105,1160,932
SANTOS,Amaury,2003-09-01,4371097,HOMME,Bad Ardennes,1969,1906,1896
HOANG,Amina,1974-10-11,5878387,FEMME,Badminton Nantes,939,974,988
ROUX,Quentin,1978-03-01,2048754,HOMME,Colmar Bad,799,701,699
BOURGEOIS,Agathe,1981-05-06,3980610,FEMME,BC Nantes Ouest,1177,1040,1139
VALENTIN,Florence,2013-12-19,6003892,FEMME,Bad Toulon,455,468,480
WEBER,Yumi,1962-05-29,3028993,FEMME,Bretagne Badminton,728,732,731
RENAUD,Mai,1975-03-02,3903850,FEMME,CS Lunel,922,911,800
HOANG,Bertrand,2000-04-14,6685224,HOMME,BC Sète,1747,1812,1596
BERTRAND,Fatima,1977-02-26,6911339,FEMME,BC Toulon,869,782,822
GUICHARD,Quoc,1989-11-11,4785212,HOMME,BC Lorient,1302,1211,1225
BERTRAND,Alice,1972-07-15,2342330,FEMME,Shuttle Reims,447,448,510
BOURGEOIS,Nam,2012-08-13,6262886,HOMME,CS Lunel,438,416,479
CHARRIER,Antoine,1987-10-16,3300508,HOMME,Bad Var,1546,1609,1396
JACOBS,Aurélie,1968-11-06,8929095,FEMME,BC Caen,1071,1131,966
BLANC,Valérie,1987-06-12,9717142,FEMME,Bad Hérault,1137,1226,1127
ROYER,Christophe,1992-10-13,4060325,HOMME,BC Besançon,525,410,584
ROUSSEAU,Akane,2011-01-13,5245851,FEMME,BC Limoges,439,425,441
VALENTIN,Isabelle,1961-12-20,3072188,FEMME,Shuttle Reims,975,1028,976
BOUCHARD,Jade,1985-12-26,4795761,FEMME,ASPTT Lyon,1194,1100,1201
WEBER,Lucas,1985-05-17,3757008,HOMME,PUC Badminton,1027,1023,1026
RICHTER,Tristan,1999-10-24,6751103,HOMME,BC Reims,1823,1843,1903
LEFEVRE,Olivier,2009-09-05,2290526,HOMME,Normandie Badminton,528,504,428
SCHNEIDER,Romane,2001-12-31,3636016,FEMME,PACA Badminton,1387,1384,1323
KLEIN,Clément,1958-05-25,4441320,HOMME,Hauts-de-France Bad,522,586,492
FAURE,Clara,2010-05-03,1471955,FEMME,Shuttle Reims,495,545,540
BOURGEOIS,Sara,2005-11-25,9969806,FEMME,BC Perpignan,1248,,1099
GARCIA,Liam,1983-05-01,8828622,HOMME,BC Caen Maritime,781,818,715
ROUSSEAU,Laurent,2009-04-12,5848383,HOMME,BC Bourg,469,491,400
MANSOURI,Romain,1970-01-16,2400608,HOMME,BC Villefranche,1023,999,887
BOURGEOIS,Thuy,1976-07-22,1026333,FEMME,Bad Club Rennes,,,
FAURE,Thierry,1961-02-09,5759785,HOMME,Bad Toulon,562,511,500
LEFEVRE,Jean,2007-12-25,7070254,HOMME,Bad Basque,450,452,489
ROYER,Romane,1986-02-05,5056587,FEMME,BC Bourg,1120,1100,1180
DO,Ethan,2004-11-10,7675337,HOMME,Île-de-France Badminton,1650,1584,1657
GUERIN,Olivier,2009-08-25,7706016,HOMME,BC Caen Maritime,674,712,639
HENRY,Alexis,1955-04-04,6693071,HOMME,Centre-Val Bad,772,847,738
MARCHAND,Vinh,1971-10-25,9880529,HOMME,Shuttle Reims,793,696,815
WEBER,Nolan,2000-11-15,7259973,HOMME,Bad Toulon,922,927,769
CARVALHO,Axel,1997-04-27,8448428,HOMME,Bad Toulon,1075,,959
BERTRAND,Pascal,2002-05-31,3750592,HOMME,PUC Badminton,780,864,641
DAVID,Nathan,1997-03-27,1743175,HOMME,Bad Ain,1821,1863,1841
CARVALHO,Pauline,2012-09-17,1764352,FEMME,Bad Isère,437,485,458
GAGNON,Haruka,1962-06-05,8713290,FEMME,Shuttle Toulouse,1030,916,1056
THOMAS,Agathe,1978-05-31,3181918,FEMME,Pays de Loire Bad,988,1050,798
SOUSA,Ambre,2009-03-26,8592192,FEMME,BC Metz,638,604,492
PELLETIER,Phuong,2015-09-17,7340176,FEMME,Bad Club Seine,,,
LAMBERT,Dina,1992-01-19,8588184,FEMME,Bad Club Rennes,745,766,608
MARTIN,Yumi,2011-03-10,1792470,FEMME,BC Limoges,457,470,411
GUICHARD,Pierre,2013-01-23,5797826,HOMME,BC Pau,438,454,472
BERNARD,Mathilde,1999-06-06,3701235,FEMME,BC Chartres,,,
DURAND,Jérôme,2013-06-28,2404503,HOMME,BC Caen,477,473,400
TRAN,Xavier,1992-02-20,4585510,HOMME,Bad Riom,1732,1758,1658
MASSON,Damien,2011-04-23,8736146,HOMME,CS Lunel,439,474,400
DUMAS,Isabelle,2011-10-01,2466880,FEMME,BC Mulhouse,508,,588
MICHEL,Margot,1978-04-14,3481396,FEMME,ESM Vendôme,762,639,659
PIRES,Victor,2015-06-12,1857625,HOMME,Shuttle Club Lyon,,,
PICARD,Thu,2007-07-17,2626391,FEMME,Anjou Badminton,754,662,568
MARTIN,Stéphanie,2001-09-17,7262215,FEMME,BC Pau,1464,1328,1361
COSTA,Sara,2013-03-03,3381183,FEMME,BC Strasbourg,415,400,463
RICHARD,Amaury,2009-06-01,5632940,HOMME,BC Mulhouse,480,,400
ANDRE,Bertrand,2013-07-02,9730981,HOMME,BC Sélestat,,,
SILVA,Luc,2001-07-07,9705451,HOMME,BC Lorient,779,802,743
COLIN,Mathilde,1989-02-21,7516076,FEMME,Bad Cambrai,729,710,575
GUICHARD,Fatima,1973-04-19,4103409,FEMME,Île-de-France Badminton,852,878,739
RICHTER,Isabelle,2009-09-29,4632521,FEMME,ASPTT Lyon,551,488,561
MORIN,Patrick,2012-02-03,3189557,HOMME,BC Rouen Nord,,,
MOREL,Anaïs,2008-05-30,2223304,FEMME,Auvergne Bad,512,469,441
PICARD,Thu,2014-04-10,4798720,FEMME,Bad Saint-Étienne,434,518,480
ROYER,Inès,2008-05-15,4469169,FEMME,Bad Saint-Étienne,533,474,400
DUPUIS,Ambre,1974-06-03,1218495,FEMME,BC Fréjus,1151,1010,1189
LAMBERT,Nolan,2016-07-19,4744075,HOMME,BC Villefranche,434,400,468
LEFEVRE,Bertrand,1956-01-24,3980177,HOMME,BC Sète,534,438,447
LEFEBVRE,Maxime,1986-02-24,7955138,HOMME,BC Cholet,864,928,680
SILVA,Nathan,1992-01-21,6578730,HOMME,BC Grenoble,1223,1170,1051
PICARD,Jean,2010-01-11,1854192,HOMME,BC Charleville,604,668,487
TRAN,Christine,2012-07-20,3554312,FEMME,BC Lorient,403,480,400
ROUX,Ethan,2007-12-30,8077121,HOMME,BCMS Montpellier,797,848,832
RENAUD,Sébastien,1983-01-04,6790459,HOMME,BC Montpellier,959,,853
VU,Élodie,1988-09-19,7607820,FEMME,CSMT Versailles,1254,,1221
GARNIER,Thomas,2008-09-23,4170138,HOMME,Chartreuse Badminton,768,660,705
HOANG,Dylan,1994-06-22,1170639,HOMME,BC Limoges,911,773,853
SCHWARZ,Jacques,2015-12-17,1060560,HOMME,BC Le Mans,427,488,437
POULAIN,Hugo,1981-04-16,1995859,HOMME,Bad Ain,1198,1091,1147
SIMON,David,1998-04-12,9536067,HOMME,Bad Hérault,1514,1575,1347
LECONTE,Antoine,1987-07-06,3728057,HOMME,ASPTT Bordeaux,1123,1132,
MAILLOT,Amandine,2010-09-08,1131713,FEMME,BC Paris 15,675,646,502
ROBERT,Claire,2000-09-05,9412936,FEMME,BC Nantes Ouest,2148,2171,2097
GARNIER,Isabelle,2010-11-11,6014145,FEMME,BC Montpellier,647,583,458
CARON,Romain,2009-08-20,3640686,HOMME,Bad Var,672,636,699
CARPENTIER,Lisa,2008-04-01,8191165,FEMME,BC Marseille,473,569,409
TRAN,Lan,1957-11-28,4836267,FEMME,BC Besançon,,,
MORIN,Akane,2013-08-21,6154905,FEMME,Île-de-France Badminton,460,400,400
BRUN,Kevin,2007-02-13,9871482,HOMME,BC Douai,894,799,916
FERRY,Arnaud,2006-03-18,6346953,HOMME,BC Paris 15,1857,1811,1827
FONTAINE,Arnaud,1988-10-16,8767941,HOMME,Shuttle Grenoble,718,590,528
ROUSSEAU,Assia,1987-01-17,7417959,FEMME,Bad Nîmes,999,935,1044
FERNANDEZ,Léa,1995-11-21,9921943,FEMME,BC Chartres,1382,1335,1261
BERNARD,Valentin,1990-06-30,5812480,HOMME,BC Le Mans,1901,1961,1952
RENARD,Leila,1990-04-29,9046593,FEMME,BC Douai,861,803,926
FERRY,Arthur,1987-12-26,1301779,HOMME,Alsace Badminton,699,687,750
CARON,Simon,2018-02-21,8302611,HOMME,BC Fréjus,426,408,
GARNIER,Léa,2013-11-01,1234027,FEMME,CS Lunel,,,
MARTIN,Élodie,1975-05-17,7214694,FEMME,Bad Isère,717,785,790
LEGRAND,Yen,1998-01-14,1445248,FEMME,BC Nantes Ouest,1355,1339,
BARBIER,Cédric,2012-08-31,7838938,HOMME,BC Paris 15,487,572,548
SILVA,Anh,2012-08-16,3714471,HOMME,BC Clermont,454,509,400
RICHTER,Laëtitia,2001-11-22,8182662,FEMME,BC Charleville,1685,1581,1640
CARON,Juliette,2002-08-06,7831599,FEMME,Hauts-de-France Bad,1150,1066,1200
DUPUIS,Edouard,1988-04-16,8867603,HOMME,Bad Riom,678,550,636
GAUTHIER,Céline,1991-10-13,6049487,FEMME,BC Strasbourg,1309,1346,1366
DO,Yuki,2010-06-08,6029579,FEMME,BC Besançon,537,538,529
FOURNIER,Vincent,2014-06-07,1772064,HOMME,CSMT Versailles,436,535,400
FRANCOIS,Maëlle,2010-05-28,6192421,FEMME,BC Cholet,680,569,481
RICHTER,Maëlle,1994-01-30,7726225,FEMME,Nouvelle-Aquitaine Bad,,,
AUBRY,Haruka,2001-03-06,8223422,FEMME,BC Thiers,913,895,970
DO,Yuki,2012-06-17,4172469,FEMME,BC Vichy,452,445,400
BECKER,Hieu,1975-07-16,4231920,HOMME,Hauts-de-France Bad,925,807,943
VINCENT,Tristan,2014-08-10,1196852,HOMME,BC Marseille,426,400,435
KLEIN,Bryan,2007-01-04,4770358,HOMME,BC Sète,525,483,406
DUPUIS,Nina,2011-12-18,4313593,FEMME,Bad Club Rennes,527,404,530
BOUCHARD,Lilou,2003-07-18,5878842,FEMME,BC Sète,1910,1982,1878
PICARD,Leila,1970-07-10,8278033,FEMME,Shuttle Reims,1261,1116,1291
MARTIN,Victor,1966-10-01,1990883,HOMME,Bad Ardennes,1159,1103,1084
PETIT,Kevin,1998-06-08,4899608,HOMME,Rhône-Alpes Bad,1629,1551,1511
SANTOS,Sébastien,2009-04-12,8299160,HOMME,BC Strasbourg,447,510,400
SCHULZ,Noémie,2012-11-20,9161931,FEMME,Badminton Nice,427,475,482
ROYER,Sébastien,1992-08-20,8752700,HOMME,BC Rouen,829,746,672
LAMBERT,Erwan,1988-01-24,2206831,HOMME,Bad Isère,1192,,1181
ROYER,Pierre,1978-11-26,4434010,HOMME,BC Rouen,522,512,400
JACOBS,Manon,1998-06-14,9598959,FEMME,Shuttle Toulouse,871,928,877
SCHULZ,Patrick,2015-04-16,5415991,HOMME,Anjou Badminton,443,,400
GAUTHIER,Jean,2011-01-24,2919945,HOMME,Chartreuse Badminton,413,400,400
ADAM,Sandrine,2017-10-30,2952145,FEMME,Racing Club Paris,415,400,400
CARON,Lola,1997-08-31,8331203,FEMME,Auvergne Bad,1295,1241,1198
MEUNIER,Florian,1978-04-06,5586709,HOMME,Picardie Bad,1052,973,943
BUI,Hoa,2011-03-02,6368439,FEMME,Shuttle Reims,529,458,542
BELLAMY,Thibaut,1993-10-14,2774773,HOMME,Centre-Val Bad,1594,1468,1395
MASSON,Ambre,1998-07-11,2569519,FEMME,Bad Basque,,,
WEBER,Mathilde,1978-09-01,1125225,FEMME,BC Amboise,741,668,782
BENALI,Laëtitia,1992-11-12,1352224,FEMME,BC Thiers,1096,974,970
VU,Océane,1989-03-30,4612353,FEMME,Picardie Bad,949,941,768
RICHARD,Emmanuel,2015-02-03,2708383,HOMME,Nouvelle-Aquitaine Bad,403,400,413
MEUNIER,Guillaume,1968-05-16,9902508,HOMME,Bad Riom,993,993,1005
BUI,Nathalie,1980-01-19,7061464,FEMME,Centre-Val Bad,1106,1197,958
LACOMBE,Bertrand,2010-10-16,7686414,HOMME,Bad Brest,474,400,400
NGUYEN,Lucas,2007-05-11,5506760,HOMME,ESM Vendôme,466,400,400
VASSEUR,Maxime,2011-03-06,3505288,HOMME,Bad Cambrai,418,400,464
MASSON,Yann,2003-04-18,4200053,HOMME,BC Rouen Nord,,,
FONTAINE,Enzo,1987-09-17,1611999,HOMME,BC Charleville,907,918,973
WEBER,Gauthier,2011-02-25,4209086,HOMME,BC Le Mans,544,480,
MARTIN,Ambre,1983-11-20,8921229,FEMME,BC Quimper,1413,,1305
DINH,Hieu,2012-10-19,7541109,HOMME,Chartreuse Badminton,468,470,529
DUPUIS,Tuan,1991-03-12,4239823,HOMME,BC Toulon,1587,1564,1469
HENRY,Denis,1988-10-29,8723444,HOMME,BC Charleville,550,477,
PETIT,Denis,1984-04-27,4673000,HOMME,BC Sélestat,1124,1075,1188
MERCIER,Christophe,1987-10-05,6034644,HOMME,Bad Riom,946,1046,826
MEUNIER,Luna,2005-05-23,4154954,FEMME,BC Aix-en-Provence,2184,2271,2010
FRANCOIS,Ngoc,2002-08-26,7432093,FEMME,Normandie Badminton,1644,1713,1717
PELLETIER,Sakura,2010-04-29,5165024,FEMME,CS Lunel,442,445,400
SCHNEIDER,Stéphane,1982-10-22,7826210,HOMME,BC Perpignan,855,831,728
SCHWARZ,Hung,1996-07-30,9569018,HOMME,Bad Amiens,1886,1971,1750
SOUSA,Catherine,2002-08-27,2296409,FEMME,BC Nantes Ouest,1537,1407,1610
FRANCOIS,Saki,2001-03-07,5469741,FEMME,BC Cholet,2049,,2065
GIRARD,Antoine,2002-04-03,9914259,HOMME,Shuttle Club Lyon,1833,1707,1641
FERRY,Théo,1993-12-01,5881273,HOMME,Bad Isère,1791,1847,1643
RICHARD,Anaïs,1974-11-10,6453433,FEMME,Bad Brest,1155,1062,1035
SANTOS,Bertrand,2002-05-06,7542448,HOMME,BC Besançon,953,929,919
GAGNON,Gauthier,2002-06-17,5119787,HOMME,Anjou Badminton,1697,1599,1723
WEBER,Pierre,1961-05-24,3433739,HOMME,BC Tours,1046,1022,957
VASSEUR,Laura,2014-07-07,1496540,FEMME,Nouvelle-Aquitaine Bad,472,557,514
COLIN,Hung,1986-12-18,2609302,HOMME,BC Rouen Nord,1486,1563,1378
COTE,Clémence,1988-07-16,4782159,FEMME,US Créteil Bad,1026,990,868
FOURNIER,Amina,1972-03-09,2357396,FEMME,Hauts-de-France Bad,788,834,598
BERNARD,Mai,2014-12-28,8305700,FEMME,CS Lunel,489,460,400
PREVOT,Célia,1991-01-15,2524043,FEMME,Bad Hérault,995,1041,814
CARVALHO,Louis,1999-05-07,8055793,HOMME,Bad Hérault,,,
MATHIEU,Alice,2009-07-02,5415083,FEMME,Bad Isère,529,400,466
JACOBS,Frédéric,2006-11-30,7965359,HOMME,BC Aix-en-Provence,1097,1045,934
MARCHAND,Olivier,1970-09-18,3972963,HOMME,Bad Basque,1032,908,996
VALENTIN,Hoa,2016-04-07,3472855,FEMME,Bad Brest,407,400,400
NGUYEN,Anne,1999-07-29,5467775,FEMME,Bretagne Badminton,684,721,596
ROUX,Léonie,2012-03-16,8801998,FEMME,BC Clermont,493,555,453
JACOBS,Raphaël,2008-01-14,7356805,HOMME,BC Fréjus,802,837,815
BRUN,Yasmine,1972-04-27,5359688,FEMME,BC Vichy,,,
VINCENT,Olivier,2000-07-21,6555400,HOMME,Bad Toulon,1379,1306,1284
LEFEBVRE,Valérie,1971-10-07,2311290,FEMME,Picardie Bad,673,532,643
MASSON,Emma,2004-04-17,3734408,FEMME,BC Valenciennes,,,
SCHULZ,Gauthier,1978-06-01,2427574,HOMME,BC Cholet,762,761,584
ROUX,Laurent,1963-02-25,2115038,HOMME,BC Rouen,1046,1059,1040
BLANC,Sakura,1992-04-08,8546203,FEMME,Picardie Bad,1221,1087,1111
VU,Bertrand,1997-12-10,9509372,HOMME,ACBB Boulogne,1748,1619,1637
PHAM,Mickaël,2013-10-10,6112064,HOMME,Bad Brest,400,419,400
PERRIN,Théo,2008-03-02,1509483,HOMME,Chartreuse Badminton,,,
HOFFMANN,Laura,1987-06-10,4196999,FEMME,Bad Ardennes,1560,1528,1471
ADAM,Hoa,2011-10-10,2117713,FEMME,Bad Indre,412,504,400
GIRARD,Nathalie,2013-08-21,5518413,FEMME,Bad Var,,,
AUBRY,Ngoc,1992-10-05,2943460,FEMME,ACBB Boulogne,1460,1323,1420
BERTRAND,Virginie,2006-01-11,3481356,FEMME,Bad Hérault,901,878,
SOUSA,Maëlle,1963-04-05,4843178,FEMME,BC Grenoble,684,678,548
FRANCOIS,Bryan,2010-02-07,3862332,HOMME,Bad Club Rennes,,,
ANDRE,Ethan,1999-08-07,6044728,HOMME,BC Aix-en-Provence,1669,1585,1548
DELORME,Sandrine,2000-11-18,1319281,FEMME,CS Lunel,,,
DO,Florian,2012-06-22,3519917,HOMME,Shuttle Club Lyon,560,468,404
ROUX,Assia,2006-11-19,4747095,FEMME,BC Marseille,768,647,791
MOREL,Nina,1966-07-17,7255068,FEMME,Shuttle Club Lyon,731,695,575
PREVOT,Claire,1970-11-02,9133442,FEMME,BC Bourg,938,827,794
MARTINEZ,Isabelle,1971-04-10,1750733,FEMME,Racing Club Paris,446,525,433
DURAND,Fatima,2015-06-18,8272774,FEMME,Bad Brest,400,400,400
ANDRE,Enzo,2002-06-09,7111283,HOMME,Racing Club Paris,1302,1324,1329
ROUSSEL,Hung,1976-03-13,5697115,HOMME,BC Rouen,1271,1178,1323
GUERIN,Simon,2001-08-14,8977234,HOMME,BC Bayonne,865,,772
CHEVALIER,Zahra,1976-09-24,3414555,FEMME,BC Metz,891,929,803
BARREAU,Héloïse,1984-09-30,7163684,FEMME,BC Reims,1150,1071,1091
LE,Arnaud,1982-03-20,3650921,HOMME,US Créteil Bad,893,,849
BOURGEOIS,Louis,2006-01-29,8253192,HOMME,US Créteil Bad,2175,2240,2129
BECKER,Amaury,1959-11-07,5467033,HOMME,BC Aix-en-Provence,913,1009,743
MAILLOT,Phuong,2010-11-18,9660803,FEMME,Shuttle Angers,695,755,734
FONTAINE,Quoc,1977-08-03,5861443,HOMME,BC Marseille,803,698,744
GIRARD,Margot,2010-04-23,8948326,FEMME,Shuttle Nancy,630,486,517
BOURGEOIS,Ethan,2014-08-19,8918087,HOMME,BC Caen,440,,400
MARTINEZ,Steven,1994-11-23,1746987,HOMME,Bad Ain,1145,1162,1043
LEFEBVRE,Marie,2007-10-02,4817755,FEMME,BC Le Mans,566,638,554
BECKER,Élodie,1994-01-21,8717245,FEMME,Picardie Bad,1216,1291,1059
BRUN,Mai,1958-04-08,7730547,FEMME,BC Amboise,1243,,1104
LACOMBE,Julien,2002-11-22,5384137,HOMME,Alsace Badminton,1468,1480,1288
MAILLOT,Akane,2005-01-04,6539044,FEMME,Bad Hérault,1418,1408,1476
BELLAMY,Nam,1994-10-03,8673126,HOMME,Picardie Bad,678,690,747
FOURNIER,Paul,2008-10-30,9477185,HOMME,BC Limoges,730,805,550
MAILLOT,Jérôme,2009-10-30,5436173,HOMME,Hauts-de-France Bad,434,479,453
MEUNIER,Zahra,1989-01-30,3698245,FEMME,Levallois SC,914,914,930
PETIT,Antoine,2005-06-03,1071399,HOMME,Pays de Loire Bad,1757,1765,1668
RENARD,Aurélie,1966-08-03,8606442,FEMME,BC Voiron,512,430,549
MARTIN,Victoire,2006-09-26,7791186,FEMME,Bad Indre,1824,1791,1776
LEFEVRE,Philippe,1974-10-22,2342448,HOMME,Bad Dijon,719,617,538
RENARD,Adrien,1965-12-01,9027459,HOMME,Bad Nîmes,1136,1110,1065
AUBRY,Anh,1959-12-05,8074197,HOMME,Nouvelle-Aquitaine Bad,830,856,838
RICHARD,Marc,2016-04-21,1198832,HOMME,Shuttle Grenoble,,,
MARTIN,Luc,2000-01-28,5505598,HOMME,Nouvelle-Aquitaine Bad,2035,2096,1844
KLEIN,Sylvie,2011-03-26,7973012,FEMME,BC Lorient,458,400,458
AUBRY,Anh,2000-01-28,4169550,HOMME,Shuttle Reims,561,,600
CHARRIER,Margot,1991-07-22,6582848,FEMME,Bad Ardennes,1838,1860,1916
BARBIER,Isabelle,2000-03-19,1638243,FEMME,PACA Badminton,,,
FOURNIER,Victoire,2010-08-27,9459872,FEMME,Pays de Loire Bad,485,578,422
MAILLOT,Guillaume,2012-07-23,9357639,HOMME,BC Le Mans,466,496,400
SCHULZ,Valentin,2009-09-30,4576875,HOMME,Bad Amiens,648,674,560
BUI,Assia,2013-05-12,5587250,FEMME,Shuttle Reims,455,515,509
TREMBLAY,Edouard,1963-07-02,8354615,HOMME,Shuttle Mulhouse,1102,966,964
BARREAU,Lucas,2003-02-21,3086630,HOMME,BC Perpignan,1472,1500,1309
GIRARD,Pascal,1978-04-22,3585824,HOMME,BC Caen,769,646,708
SOUSA,Jade,2004-01-28,2419636,FEMME,Alsace Badminton,2018,1958,1998
COSTA,Isabelle,1970-09-16,5313795,FEMME,BC Pau,1134,1034,1089
ROUSSEL,Florian,2012-09-08,4120277,HOMME,BC Marseille,477,567,400
RENAUD,Huong,1991-06-30,7128421,FEMME,Bad Isère,1524,1431,1573
GARNIER,Lilou,2007-08-25,5498517,FEMME,Bad Club Bordeaux,609,475,562
MERCIER,Renaud,2007-11-14,9215901,HOMME,Bad Isère,824,908,724
PREVOT,Charlotte,1993-06-11,7919359,FEMME,BC Chartres,1557,1474,1404
WEBER,Jean,2008-04-25,6254291,HOMME,BC Reims,795,800,849
MEUNIER,Anh,1999-06-29,2645475,HOMME,Shuttle Reims,1035,,955
GARCIA,Florence,2013-11-15,5987321,FEMME,Bad Club Rennes,407,411,400
FRANCOIS,Mélanie,1958-03-14,7110360,FEMME,BC Rouen Nord,935,824,737
SCHNEIDER,Juliette,1974-11-02,7201610,FEMME,ESM Vendôme,526,439,403
LOPES,Valérie,1989-02-13,9761226,FEMME,BC Cholet,941,956,978
LEFEBVRE,Noémie,1989-10-28,7581569,FEMME,Levallois SC,1378,1332,1235
FAURE,Théo,1975-04-12,7893913,HOMME,BC Bourg,882,981,911
